Start Time,Duration,Run ID,Name,Source Type,Source Name,User,Status,batch_size,cov_coeff,dataset,dataset_dir,device,epochs,eval_dataset,featdim,logfile,lr,model,model_dir,sim_coeff,std_coeff,temperature,trainer,verbosity,weight_decay,workers,CIFAR100_accuracy,CIFAR100_rank,acc/top1,acc/top5,caltech101_accuracy,caltech101_rank,learning_rate,loss,rankme_rank
2023-12-02 08:21:12,10.2d,acb6c80bc0dd43f9a6d8749b73cd8eb3,run_20231202_082114_simclr,PROJECT,file:///home/wikman/GitRepos/johnwikman/rankme-reprod,wikman,FINISHED,2048,1.0,imagenet,_datasets,cuda,100,imagenet,128,logs/rankme.log,0.5,resnet18,_models,25.0,25.0,0.15,simclr,0,1e-06,24,23.23,44.1622428894043,30.6396484375,44.62890625,39.11290322580645,53.98761749267578,0.45786740307563584,5.311771869659424,101.93255615234375
2023-12-02 07:13:59,10.2d,be6ca81a43bb4e32b86fe01ef0176fda,run_20231202_071401_simclr,PROJECT,file:///home/wikman/GitRepos/johnwikman/rankme-reprod,wikman,FINISHED,2048,1.0,imagenet,_datasets,cuda,100,imagenet,128,logs/rankme.log,0.5,resnet18,_models,25.0,25.0,0.15,simclr,0,1e-07,24,23.06,57.530799865722656,30.419921875,44.7021484375,41.64746543778802,58.30418014526367,0.45786740307563584,5.391000747680664,118.16600799560547
2023-12-02 06:06:21,10.3d,fc81d36f076342efba82976e537b5501,run_20231202_060623_simclr,PROJECT,file:///home/wikman/GitRepos/johnwikman/rankme-reprod,wikman,FINISHED,2048,1.0,imagenet,_datasets,cuda,100,imagenet,128,logs/rankme.log,0.5,resnet18,_models,25.0,25.0,0.4,simclr,0,1e-06,24,21.8,14.758711814880371,15.1611328125,28.857421875,39.34331797235023,16.48796844482422,0.45786740307563584,6.988267421722412,27.960983276367188
2023-12-02 04:58:47,10.3d,664b6b65d2fb42f0b348b0733759b59e,run_20231202_045849_simclr,PROJECT,file:///home/wikman/GitRepos/johnwikman/rankme-reprod,wikman,FINISHED,2048,1.0,imagenet,_datasets,cuda,100,imagenet,128,logs/rankme.log,0.5,resnet18,_models,25.0,25.0,0.3,simclr,0,1e-06,24,23.87,18.408485412597656,21.38671875,34.5703125,41.474654377880185,23.478897094726562,0.45786740307563584,6.6219000816345215,50.20509338378906
2023-12-02 03:51:12,10.4d,641901d793704970b6ad84ee9dda1e6f,run_20231202_035115_simclr,PROJECT,file:///home/wikman/GitRepos/johnwikman/rankme-reprod,wikman,FINISHED,2048,1.0,imagenet,_datasets,cuda,100,imagenet,128,logs/rankme.log,0.5,resnet18,_models,25.0,25.0,0.2,simclr,0,1e-06,24,23.1,19.755870819091797,26.7822265625,41.5771484375,41.18663594470046,22.93183135986328,0.45786740307563584,5.93993616104126,47.949466705322266
2023-12-02 02:43:50,10.4d,bf1d287e5928417e9e51c633c5744160,run_20231202_024352_simclr,PROJECT,file:///home/wikman/GitRepos/johnwikman/rankme-reprod,wikman,FINISHED,2048,1.0,imagenet,_datasets,cuda,100,imagenet,128,logs/rankme.log,0.5,resnet18,_models,25.0,25.0,0.15,simclr,0,1e-06,24,23.05,57.57924270629883,30.0048828125,45.5322265625,38.882488479262676,69.06214904785156,0.45786740307563584,5.368887901306152,114.5929183959961
2023-12-02 01:36:16,10.5d,366969612fe44820966c2fc668c47344,run_20231202_013618_simclr,PROJECT,file:///home/wikman/GitRepos/johnwikman/rankme-reprod,wikman,FINISHED,2048,1.0,imagenet,_datasets,cuda,100,imagenet,128,logs/rankme.log,0.5,resnet18,_models,25.0,25.0,0.1,simclr,0,1e-06,24,22.19,62.16778564453125,36.7919921875,50.8056640625,39.40092165898618,84.3322525024414,0.45786740307563584,4.449275493621826,182.71189880371094
2023-12-02 00:28:32,10.5d,622aee56d72646478e77c9065e7da5cf,run_20231202_002834_simclr,PROJECT,file:///home/wikman/GitRepos/johnwikman/rankme-reprod,wikman,FINISHED,2048,1.0,imagenet,_datasets,cuda,100,imagenet,128,logs/rankme.log,0.5,resnet18,_models,25.0,25.0,0.07,simclr,0,1e-06,24,22.03,85.18741607666016,36.962890625,52.7099609375,38.36405529953917,109.35579681396484,0.45786740307563584,4.034382343292236,252.19590759277344
2023-12-01 23:20:53,10.6d,fe852f0dd68141d0909c4cd6b153f1a8,run_20231201_232055_simclr,PROJECT,file:///home/wikman/GitRepos/johnwikman/rankme-reprod,wikman,FINISHED,2048,1.0,imagenet,_datasets,cuda,100,imagenet,128,logs/rankme.log,0.5,resnet18,_models,25.0,25.0,0.05,simclr,0,1e-06,24,22.51,98.06372833251953,39.404296875,53.7353515625,38.94009216589862,116.03307342529297,0.45786740307563584,3.8559510707855225,288.845703125
2023-12-01 22:13:28,10.6d,41828295c02f4a6bbc4438022f84e921,run_20231201_221331_simclr,PROJECT,file:///home/wikman/GitRepos/johnwikman/rankme-reprod,wikman,FINISHED,2048,1.0,imagenet,_datasets,cuda,100,imagenet,128,logs/rankme.log,0.6,resnet18,_models,25.0,25.0,0.4,simclr,0,1e-06,24,23.65,12.880062103271484,19.9462890625,33.544921875,42.857142857142854,16.277339935302734,0.5494408836907635,6.928303241729736,25.98203468322754
